"Country.Name","Country.Code","Indicator.Name","Indicator.Code","Year","Level"
"Spain","ESP","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1968",NA
"Spain","ESP","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1968",97157.165
"Spain","ESP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1968",NA
"Spain","ESP","Forest area (% of land area)","AG.LND.FRST.ZS","X1968",NA
"Spain","ESP","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1968",64.34631238
"Indonesia","IDN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1968",NA
"Indonesia","IDN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1968",27586.841
"Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1968",NA
"Indonesia","IDN","Forest area (% of land area)","AG.LND.FRST.ZS","X1968",NA
"Indonesia","IDN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1968",21.22468356
"India","IND","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1968",NA
"India","IND","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1968",187336.029
"India","IND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1968",NA
"India","IND","Forest area (% of land area)","AG.LND.FRST.ZS","X1968",NA
"India","IND","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1968",59.99078431
"Kenya","KEN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1968",NA
"Kenya","KEN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1968",2819.923
"Kenya","KEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1968",NA
"Kenya","KEN","Forest area (% of land area)","AG.LND.FRST.ZS","X1968",NA
"Kenya","KEN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1968",44.338827
"Mexico","MEX","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1968",NA
"Mexico","MEX","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1968",93988.877
"Mexico","MEX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1968",NA
"Mexico","MEX","Forest area (% of land area)","AG.LND.FRST.ZS","X1968",NA
"Mexico","MEX","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1968",50.29398904
"Nicaragua","NIC","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1968",NA
"Nicaragua","NIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1968",1232.112
"Nicaragua","NIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1968",NA
"Nicaragua","NIC","Forest area (% of land area)","AG.LND.FRST.ZS","X1968",NA
"Nicaragua","NIC","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1968",29.74904437
"Norway","NOR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1968",NA
"Norway","NOR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1968",21140.255
"Norway","NOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1968",NA
"Norway","NOR","Forest area (% of land area)","AG.LND.FRST.ZS","X1968",NA
"Norway","NOR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1968",2.721468505
"Pakistan","PAK","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1968",NA
"Pakistan","PAK","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1968",24737.582
"Pakistan","PAK","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1968",NA
"Pakistan","PAK","Forest area (% of land area)","AG.LND.FRST.ZS","X1968",NA
"Pakistan","PAK","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1968",48.21762142
"South Africa","ZAF","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1968",NA
"South Africa","ZAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1968",138084.552
"South Africa","ZAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1968",NA
"South Africa","ZAF","Forest area (% of land area)","AG.LND.FRST.ZS","X1968",NA
"South Africa","ZAF","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1968",79.12850654
"Afghanistan","AFG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Afghanistan","AFG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",942.419
"Afghanistan","AFG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Afghanistan","AFG","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Afghanistan","AFG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",58.19930766
"Argentina","ARG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Argentina","ARG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",77329.696
"Argentina","ARG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Argentina","ARG","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Argentina","ARG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",47.24758741
"Belgium","BEL","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Belgium","BEL","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",123618.237
"Belgium","BEL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Belgium","BEL","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Belgium","BEL","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",NA
"Brazil","BRA","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Brazil","BRA","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",84315.331
"Brazil","BRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Brazil","BRA","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Brazil","BRA","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",23.18434484
"Canada","CAN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Canada","CAN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",307400.943
"Canada","CAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Canada","CAN","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Canada","CAN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",7.629837104
"Cameroon","CMR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Cameroon","CMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",572.052
"Cameroon","CMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Cameroon","CMR","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Cameroon","CMR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",16.86023143
"Spain","ESP","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Spain","ESP","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",96882.14
"Spain","ESP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Spain","ESP","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Spain","ESP","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",65.08263636
"Indonesia","IDN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Indonesia","IDN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",33391.702
"Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Indonesia","IDN","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Indonesia","IDN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",21.19708319
"India","IND","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"India","IND","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",190724.337
"India","IND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"India","IND","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"India","IND","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",59.79839835
"Kenya","KEN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Kenya","KEN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",3131.618
"Kenya","KEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Kenya","KEN","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Kenya","KEN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",44.34761219
"Mexico","MEX","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Mexico","MEX","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",102287.298
"Mexico","MEX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Mexico","MEX","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Mexico","MEX","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",50.26312405
"Nicaragua","NIC","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Nicaragua","NIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",1287.117
"Nicaragua","NIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Nicaragua","NIC","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Nicaragua","NIC","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",29.79059332
"Norway","NOR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Norway","NOR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",22222.02
"Norway","NOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Norway","NOR","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Norway","NOR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",2.699565338
"Pakistan","PAK","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"Pakistan","PAK","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",23993.181
"Pakistan","PAK","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"Pakistan","PAK","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"Pakistan","PAK","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",46.31070984
"South Africa","ZAF","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1969",0
"South Africa","ZAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1969",143280.691
"South Africa","ZAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1969",NA
"South Africa","ZAF","Forest area (% of land area)","AG.LND.FRST.ZS","X1969",NA
"South Africa","ZAF","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1969",78.96363831
"Afghanistan","AFG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",7863.011258
"Afghanistan","AFG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",1672.152
"Afghanistan","AFG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Afghanistan","AFG","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Afghanistan","AFG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",58.21462488
"Argentina","ARG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",70090.70918
"Argentina","ARG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",82734.854
"Argentina","ARG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Argentina","ARG","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Argentina","ARG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",47.23954851
"Belgium","BEL","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",5298.567004
"Belgium","BEL","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",125620.419
"Belgium","BEL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Belgium","BEL","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Belgium","BEL","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",NA
"Brazil","BRA","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",126426.6899
"Brazil","BRA","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",93761.523
"Brazil","BRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Brazil","BRA","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Brazil","BRA","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",23.37804823
"Canada","CAN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",18899.83308
"Canada","CAN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",341485.708
"Canada","CAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Canada","CAN","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Canada","CAN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",7.590138461
"Cameroon","CMR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",4614.704779
"Cameroon","CMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",638.058
"Cameroon","CMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Cameroon","CMR","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Cameroon","CMR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",16.87715513
"Spain","ESP","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",13370.65945
"Spain","ESP","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",116929.629
"Spain","ESP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Spain","ESP","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Spain","ESP","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",64.26627716
"Indonesia","IDN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",75261.86136
"Indonesia","IDN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",35822.923
"Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Indonesia","IDN","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Indonesia","IDN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",21.19708319
"India","IND","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",306374.3703
"India","IND","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",195143.072
"India","IND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"India","IND","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"India","IND","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",59.88584652
"Kenya","KEN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",8175.821775
"Kenya","KEN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",3083.947
"Kenya","KEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Kenya","KEN","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Kenya","KEN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",44.35639737
"Mexico","MEX","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",35944.52103
"Mexico","MEX","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",114073.036
"Mexico","MEX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Mexico","MEX","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Mexico","MEX","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",50.22505723
"Nicaragua","NIC","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",3439.664355
"Nicaragua","NIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",1404.461
"Nicaragua","NIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Nicaragua","NIC","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Nicaragua","NIC","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",29.79059332
"Norway","NOR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",2054.620974
"Norway","NOR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",28012.213
"Norway","NOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Norway","NOR","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Norway","NOR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",2.611952669
"Pakistan","PAK","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",45049.25381
"Pakistan","PAK","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",24337.879
"Pakistan","PAK","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"Pakistan","PAK","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"Pakistan","PAK","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",46.52475093
"South Africa","ZAF","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1970",16086.77728
"South Africa","ZAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1970",149763.947
"South Africa","ZAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1970",NA
"South Africa","ZAF","Forest area (% of land area)","AG.LND.FRST.ZS","X1970",NA
"South Africa","ZAF","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1970",78.79877008
"Afghanistan","AFG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",7819.391016
"Afghanistan","AFG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",1895.839
"Afghanistan","AFG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Afghanistan","AFG","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Afghanistan","AFG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",58.26057654
"Argentina","ARG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",71391.91887
"Argentina","ARG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",88939.418
"Argentina","ARG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Argentina","ARG","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Argentina","ARG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",47.19350749
"Belgium","BEL","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",5380.497445
"Belgium","BEL","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",121528.047
"Belgium","BEL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Belgium","BEL","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Belgium","BEL","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",NA
"Brazil","BRA","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",123039.2129
"Brazil","BRA","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",102635.663
"Brazil","BRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Brazil","BRA","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Brazil","BRA","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",23.88473991
"Canada","CAN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",19006.9276
"Canada","CAN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",352607.719
"Canada","CAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Canada","CAN","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Canada","CAN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",7.550549788
"Cameroon","CMR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",4621.748907
"Cameroon","CMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",810.407
"Cameroon","CMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Cameroon","CMR","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Cameroon","CMR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",16.98292822
"Spain","ESP","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",13462.90508
"Spain","ESP","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",128682.364
"Spain","ESP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Spain","ESP","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Spain","ESP","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",65.39677458
"Indonesia","IDN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",76270.31312
"Indonesia","IDN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",38987.544
"Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Indonesia","IDN","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Indonesia","IDN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",21.16948282
"India","IND","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",308106.4817
"India","IND","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",205869.047
"India","IND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"India","IND","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"India","IND","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",59.80680683
"Kenya","KEN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",8399.340688
"Kenya","KEN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",3685.335
"Kenya","KEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Kenya","KEN","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Kenya","KEN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",44.36518256
"Mexico","MEX","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",35425.63949
"Mexico","MEX","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",126339.151
"Mexico","MEX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Mexico","MEX","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Mexico","MEX","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",49.86650891
"Nicaragua","NIC","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",3200.750609
"Nicaragua","NIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",1507.137
"Nicaragua","NIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Nicaragua","NIC","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Nicaragua","NIC","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",29.9567891
"Norway","NOR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",2040.887935
"Norway","NOR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",27198.139
"Norway","NOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Norway","NOR","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Norway","NOR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",2.548981064
"Pakistan","PAK","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",44774.36242
"Pakistan","PAK","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",23076.431
"Pakistan","PAK","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"Pakistan","PAK","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"Pakistan","PAK","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",46.0318078
"South Africa","ZAF","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1971",15753.97581
"South Africa","ZAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1971",168568.323
"South Africa","ZAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1971",NA
"South Africa","ZAF","Forest area (% of land area)","AG.LND.FRST.ZS","X1971",NA
"South Africa","ZAF","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1971",78.63390185
"Afghanistan","AFG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1972",6672.292779
"Afghanistan","AFG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1972",1532.806
"Afghanistan","AFG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1972",NA
"Afghanistan","AFG","Forest area (% of land area)","AG.LND.FRST.ZS","X1972",NA
"Afghanistan","AFG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1972",58.27589376
"Argentina","ARG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1972",74545.77942
"Argentina","ARG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1972",90156.862
"Argentina","ARG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1972",NA
"Argentina","ARG","Forest area (% of land area)","AG.LND.FRST.ZS","X1972",NA
"Argentina","ARG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1972",47.14746646
"Belgium","BEL","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1972",5318.198665
